transaction_id,account_id,customer_id,merchant_name,store_name,card_type,card_expire_date,transaction_type,transaction_status,amount,currency,timestamp_initiated,timestamp_completed,duration_sec,hour,day_of_week,months_to_expiry,geo_location,geo_distance_km,ip_address,retry_count,device_id,created_by,created_at,has_high_amount,has_long_duration,has_odd_hour,has_expiring_card,has_geo_far,has_status_fail,is_anomaly_suspected_supervised,is_anomaly_suspected_UnSupervised,iso_anomaly,iso_score,rule_anomalies
466afb75-ac67-4768-8070-2e71e11986d7,c7a94010-63d0-4522-a8c7-167ad7ad4340,2b38a2d4-9574-4da2-8ba4-ad5af98aa1d1,"Stewart, Taylor and Moore",Ltd,AMEX,04/2029,ONLINE,FAILED,758.48,EUR,2024-10-26 21:04:39,2024-10-26 21:05:44,65.0,21,5,43,"67.9159,-63.0638",10498.72660792015,170.6.197.228,1,bd10cdc7-845d-41ef-b4ee-2cd895a77f96,odavis,2025-09-02T13:51:25.467959,False,False,False,False,True,True,False,False,1,59.61658897795361,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
466a8921-d817-4614-9a54-eb20ed357d9e,9d7e0017-0eed-4f95-8402-d32a20bbaae5,5c0bdde1-6f3c-43b8-9d05-4f9d284b7a74,"Mason, Davis and Hurley",LLC,AMEX,06/2030,OFFLINE,FAILED,367.66,INR,2025-08-17 12:52:30,2025-08-17 12:55:43,193.0,12,6,57,"-20.0235,-62.9030",15754.596173382624,109.18.93.29,3,965e648e-4833-4de4-997f-591b964a3997,fullerjustin,2025-09-02T13:51:25.469837,False,False,False,False,True,True,False,False,1,38.32642062776446,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
a9f2e328-ea10-4925-96fc-5c484959e7b3,ce64a040-d920-4d3a-b268-6707efd7099a,8704af4b-b011-4ee2-90b4-337a99f47b89,Mathews-Leonard,Inc,AMEX,10/2025,ONLINE,FAILED,3077.05,EUR,2025-08-13 16:49:13,2025-08-13 16:51:35,142.0,16,2,1,"-26.4719,72.4261",4399.4038490513485,198.26.220.148,0,b29dde63-2fd7-454a-8ad0-39f0e27759ca,kellycortez,2025-09-02T13:51:25.473492,False,False,False,False,True,True,False,False,1,49.644255576071245,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
338dda52-4f75-4b22-bc15-dd302ab17b50,2b2259c8-7797-4fe2-a9fa-30c7134d0ecf,5d240251-0715-45b1-81e0-1cebcb36923d,Day Ltd,Inc,AMEX,12/2028,ONLINE,FAILED,3277.63,EUR,2025-05-28 10:29:03,2025-05-28 10:31:21,138.0,10,2,39,"-85.0816,102.2358",10936.417333199839,63.69.128.243,0,dd96c900-d942-4e51-9d13-050535507a1b,smiller,2025-09-02T13:51:25.473759,False,False,False,False,True,True,False,False,1,95.41036387217106,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
10a94f40-66ee-4d55-8b15-40aa7eab76e1,e212529c-b779-4842-8fd3-4ba46aecedbc,b4c33eca-684f-4227-bd4f-aeb691c7c0a7,Clayton-Lin,LLC,VISA,07/2026,ONLINE,FAILED,1667.73,USD,2024-10-04 09:05:35,2024-10-04 09:08:25,170.0,9,4,10,"3.4958,-0.7895",8672.136451092345,192.35.34.177,0,a1c64fdb-b588-485a-a8ad-fbfa6943f52c,asmith,2025-09-02T13:51:25.474034,False,False,False,False,True,True,False,False,1,81.95919041770058,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
2f40a026-7f6a-43b4-a549-f2b25ad03ed9,b9d43961-958d-40da-a779-380d17e606f5,561f1a50-2c10-4cbb-bbb2-a2e196cd4648,"Maldonado, Moody and Patterson",and Sons,RUPAY,11/2027,OFFLINE,FAILED,1270.95,USD,2024-11-11 14:45:48,2024-11-11 14:50:33,285.0,14,0,26,"-46.0603,-34.8770",12769.764398038724,169.91.26.210,3,5738b558-d896-483c-8bda-4329ea2e0db6,elizabeth92,2025-09-02T13:51:25.474323,False,False,False,False,True,True,False,False,1,53.885246557688504,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
8cfc0da7-8ce1-4ebe-8eb5-742f78bed494,61687cad-f942-480e-8d88-774856aad649,76e84883-a7d8-45e5-962d-5f37643ea356,Dudley-Rivera,Group,VISA,02/2026,ONLINE,FAILED,6046.34,EUR,2025-05-13 01:51:49,2025-05-13 01:53:25,96.0,1,1,5,"3.5199,51.5089",3054.488846940987,179.95.9.66,2,162a6f58-0414-4fba-89e2-c3074eb1bdc7,myerssusan,2025-09-02T13:51:25.474616,True,False,True,False,True,True,True,True,1,28.402968993417463,"['HIGH_AMOUNT', 'ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
162a9f4e-2739-41c4-b581-252b695808e7,8002cb59-b95f-468e-add7-497a5e5f1df1,f22b7f58-7bf4-444c-9eee-98a01f284add,"Williams, Neal and Fuller",LLC,MASTERCARD,12/2025,OFFLINE,FAILED,6692.68,INR,2025-01-09 09:24:50,2025-01-09 09:26:21,91.0,9,3,3,"-2.0305,77.9502",1659.5560955851784,82.214.206.25,3,68211db8-e5d7-4202-b987-d5ab73df4323,shane12,2025-09-02T13:51:25.474886,True,False,False,False,True,True,True,True,1,37.50939021394335,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
eaed9e75-58ec-4aa4-ad65-95bf2e36380f,138114ae-4ec9-41ab-b7eb-81068c9b3392,03cbf13a-486e-43b9-9225-adea346599a2,Schneider-Smith,and Sons,RUPAY,08/2026,ONLINE,FAILED,1854.51,EUR,2024-12-13 07:34:18,2024-12-13 07:36:49,151.0,7,4,11,"35.1077,-105.3432",14673.889780409918,193.168.124.91,3,79b40c3d-3200-497c-b19c-1f1445790ebd,rotheric,2025-09-02T13:51:25.475160,False,False,False,False,True,True,False,False,1,73.863628872208,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
43eaf8c5-dadf-4f8a-a6fc-aabe69616214,30ede6a7-6235-4c5e-bcba-48cbab341e04,f0efee76-3137-4835-a402-ecc94956aff4,Miller Ltd,and Sons,MASTERCARD,06/2028,OFFLINE,FAILED,3950.83,EUR,2025-02-25 04:11:40,2025-02-25 04:14:54,194.0,4,1,33,"20.8360,-146.5111",13920.112057709894,162.150.16.150,2,69f24a1e-99eb-4c6d-a2a9-2c8214c9e2e8,jwilliams,2025-09-02T13:51:25.475361,False,False,True,False,True,True,True,True,1,70.60723519027529,"['ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
